date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:36:20	129125/129125	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2001:36:10%20GMT	https://sites.google.com/apps.district196.org/total-darkness/games-from-the-closet/scam	C:/My%20Web%20Sites/hi/sites.google.com/apps.district196.org/total-darkness/games-from-the-closet/scam.html	(from https://sites.google.com/apps.district196.org/total-darkness/the-house)
20:36:21	124709/124709	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2001:36:11%20GMT	https://sites.google.com/apps.district196.org/total-darkness/games-from-the-closet/never-leave	C:/My%20Web%20Sites/hi/sites.google.com/apps.district196.org/total-darkness/games-from-the-closet/never-leave.html	(from https://sites.google.com/apps.district196.org/total-darkness/the-house)
20:36:21	120106/120106	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2001:36:11%20GMT	https://sites.google.com/apps.district196.org/total-darkness/bear-traps	C:/My%20Web%20Sites/hi/sites.google.com/apps.district196.org/total-darkness/bear-traps.html	(from https://sites.google.com/apps.district196.org/total-darkness/the-house)
20:36:22	139010/139010	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2001:36:12%20GMT	https://sites.google.com/apps.district196.org/total-darkness/bear-traps/files	C:/My%20Web%20Sites/hi/sites.google.com/apps.district196.org/total-darkness/bear-traps/files.html	(from https://sites.google.com/apps.district196.org/total-darkness/the-house)
20:36:22	149961/149961	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2001:36:12%20GMT	https://sites.google.com/apps.district196.org/total-darkness/bear-traps/sound-of-death	C:/My%20Web%20Sites/hi/sites.google.com/apps.district196.org/total-darkness/bear-traps/sound-of-death.html	(from https://sites.google.com/apps.district196.org/total-darkness/the-house)
20:36:22	120189/120189	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2001:36:12%20GMT	https://sites.google.com/apps.district196.org/total-darkness/lets-play-a-game	C:/My%20Web%20Sites/hi/sites.google.com/apps.district196.org/total-darkness/lets-play-a-game.html	(from https://sites.google.com/apps.district196.org/total-darkness/the-house)
20:36:23	125974/125974	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2001:36:13%20GMT	https://sites.google.com/apps.district196.org/total-darkness/lets-play-a-game/the-test-of-death	C:/My%20Web%20Sites/hi/sites.google.com/apps.district196.org/total-darkness/lets-play-a-game/the-test-of-death.html	(from https://sites.google.com/apps.district196.org/total-darkness/the-house)
20:36:23	128279/128279	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2001:36:13%20GMT	https://sites.google.com/apps.district196.org/total-darkness/lets-play-a-game/pawns	C:/My%20Web%20Sites/hi/sites.google.com/apps.district196.org/total-darkness/lets-play-a-game/pawns.html	(from https://sites.google.com/apps.district196.org/total-darkness/the-house)
20:36:24	126012/126012	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2001:36:14%20GMT	https://sites.google.com/apps.district196.org/total-darkness/lets-play-a-game/case-of-murder	C:/My%20Web%20Sites/hi/sites.google.com/apps.district196.org/total-darkness/lets-play-a-game/case-of-murder.html	(from https://sites.google.com/apps.district196.org/total-darkness/the-house)
20:36:24	125865/125865	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2001:36:14%20GMT	https://sites.google.com/apps.district196.org/total-darkness/lets-play-a-game/minions	C:/My%20Web%20Sites/hi/sites.google.com/apps.district196.org/total-darkness/lets-play-a-game/minions.html	(from https://sites.google.com/apps.district196.org/total-darkness/the-house)
